Latitude,Longitude,Predictions
6.95375,79.86958,4.040609279133874
19.79542,-70.70542,6.0768509036647185
15.24542,-9.56375,7.796712700123859
21.86208,-78.75542,3.5325962059685065
-29.96292,-71.26375,1.9716919483377997
54.12042,-9.15542,1.6936403336832389
37.38708,-5.97208,1.4251397594366642
43.43708,16.85292,1.4581865199553141
31.27875,30.01125,5.195372339125618
3.46208,35.91958,7.544384763102563
44.87042,65.50292,3.620664964329449
50.51208,12.12792,1.5316973501772966
5.72042,36.59458,7.59386396295438
43.68708,-70.29708,0.9842909120806285
5.94542,8.72792,6.781561271279408
-25.00458,44.19458,7.379075031336084
52.42875,30.98625,4.823708552727078
6.87875,101.24458,5.071818560975742
-10.59625,35.67792,7.622527149080812
-29.78792,-55.78875,3.586762628779077
31.59542,44.57792,6.968701263733206
22.99542,102.39458,5.158317810952671
25.80375,110.00292,4.145298485568867
48.49542,135.06958,3.667644562004734
7.19542,35.41958,7.69776419996761
24.56208,115.89458,3.971775078526746
25.79542,-100.59708,2.714652391388708
5.10375,7.36958,7.167095422062962
19.67042,97.21958,5.293667177473917
-11.02125,-40.29708,6.545603270134162
10.92042,-74.78042,5.153777041622393
-22.02125,-47.42208,2.0245389306003325
34.12042,-116.41375,1.7359621517255777
19.56208,103.41125,3.598294511442039
39.10375,-108.49708,1.0339439332093212
21.13708,79.09458,5.649578760822072
55.57042,41.99458,3.6088144905660795
-3.21292,-52.22208,6.627055606120366
36.68708,137.24458,2.5182189699074677
-31.72125,-55.98042,2.8580988433085897
51.08708,71.38625,3.462975362044568
30.01208,-90.18875,2.096454625463717
4.37042,18.54458,8.025703315709084
-11.65458,29.61125,7.302093364124641
13.56208,2.07792,7.48632651755881
56.64542,47.87792,3.554457681391932
51.54542,46.01125,3.505413996393636
27.99542,45.62792,4.075878364536946
-7.62125,-78.03875,5.971507176636219
-9.97125,-67.84708,4.857760620013218
22.10375,71.41125,6.241060425163495
39.70375,119.18625,5.021556110206803
56.23708,90.51125,3.8517322187246066
-2.50458,32.90292,6.9956647762802495
51.32042,9.45292,1.4577762242454457
36.66208,5.18625,5.437293394998866
60.11208,64.76125,5.051279890392164
45.20375,12.29458,1.834214341173259
-24.94625,-53.48875,2.763658319157662
28.92875,118.88625,4.22293247524677
27.18708,75.70292,6.209277001677627
40.52875,72.80292,6.26786448851217
-19.25458,17.69458,6.330354761956234
11.15375,20.40292,6.785337279625567
39.98708,116.44458,2.4132417219299596
-20.05458,48.71958,7.3499604527027715
22.24542,84.84458,5.9626703122245805
38.30375,-83.17208,5.303284050355481
51.90375,85.99458,3.7238747479179555
22.56208,99.91125,3.734067385224762
-4.92958,22.05292,8.116785672613599
31.02875,-114.83042,3.3388081692846074
-23.39625,47.46125,7.316487940969136
39.55375,2.73625,1.9268214589144186
-5.53792,12.23625,6.747658704265234
52.02875,123.58625,5.334865111845057
-36.79625,-73.06375,2.5214102279087256
-0.88792,119.88625,6.537427042916719
-14.33792,-170.74708,5.130915892335465
23.22875,-106.42208,3.322126096411661
39.12042,111.16125,5.46390479008968
45.01208,78.42792,4.172025107638456
-11.42958,-61.43875,5.335632815788356
30.03708,70.63625,5.968737769818104
66.08708,76.71125,2.825755624227244
29.38708,113.86958,3.8624991749200777
34.12875,50.01125,4.265236499643246
39.22042,9.12792,1.477109288820823
31.40375,-103.55542,1.9278402599612112
-16.47958,-54.65542,5.032359375671199
25.90375,93.73625,6.475729885283099
35.92875,114.84458,4.967943028774124
17.42875,-96.53875,5.358638771187829
65.67042,-18.09708,0.5463987823023808
53.00375,63.14458,3.791771967831492
-33.88792,151.20292,0.8240049983701946
35.62875,102.06958,5.239324176004244
18.24542,42.68625,3.8418303738805255
-31.57125,-68.53875,5.146323406986635
27.29542,33.73625,3.817302737946265
7.06208,125.61958,4.910513739183506
18.29542,120.64458,6.220601352795422
7.89542,31.84458,8.354597225686696
-11.72958,19.91125,7.477193625200415
65.99542,57.56125,3.7122375550130036
56.97875,24.14458,2.3712213020318664
-8.75458,-63.86375,5.351992999557479
27.78708,-97.40542,2.889883689264623
44.22042,-105.46375,1.705181911555231
-14.21292,31.75292,7.649613779897684
29.72042,-95.48875,0.8053887784128466
-4.27125,-55.98042,6.092670858745466
-6.22958,155.57792,6.9607545718330455
26.60375,-81.83042,1.538732592593652
-9.38792,20.27792,7.393113831682127
32.88708,13.24458,6.760344552764292
41.91208,0.18625,1.7798027400372083
40.88708,107.12792,5.198897503871636
0.29542,6.66125,6.6013741257904455
42.56208,-114.48042,1.1070182630079506
24.80375,49.34458,3.6577810250997667
31.86208,54.37792,3.768970215964585
40.91208,-98.33042,1.1846752141692012
39.72042,36.96125,3.362194848404287
5.47875,5.68625,7.056749771745207
30.72875,-88.08042,6.207742428290069
48.24542,-101.33042,0.7393936059853808
40.82042,-96.69708,0.5368220394908868
52.01208,127.66125,5.14015289528838
-30.96292,27.59458,6.303361317500626
44.79542,20.48625,2.4407541393079386
40.50375,-88.97208,0.4426189980322926
24.52875,117.63625,3.7559168347904013
54.54542,18.51958,1.3765839197299763
8.13708,13.90292,7.20279497695305
38.93708,100.44458,4.271572467556157
-7.46292,17.18625,8.174462675420383
37.60375,-0.97208,1.5795638681158908
30.36208,-9.53875,3.47332237046774
44.32042,23.76958,2.8670599989781427
-1.88792,11.02792,6.5051070097886265
50.49542,-104.67208,1.1601347497295387
64.82875,-147.86375,0.7187180942998758
25.86208,114.92792,4.170940566442756
16.92042,-89.88875,5.52358041077917
26.22042,127.69458,1.8161085017769036
37.14542,-3.64708,1.9163767977230668
52.77875,52.22792,4.941475550415547
8.94542,7.07792,7.1949023775716645
0.06208,111.46958,6.430772076557365
25.85375,-97.48875,5.094507285991219
35.03708,-80.80542,0.7873964451317729
10.40375,-85.58875,1.523740904115132
-15.67125,-58.08042,5.3110860435933285
25.51208,96.10292,5.039510522803517
32.76208,-0.58042,5.34890722543772
55.62042,37.74458,2.500008067554982
22.60375,80.36958,6.8609957338717065
32.27042,-9.23042,3.858834359981735
4.32042,113.96958,3.7069784208448446
61.01208,14.53625,1.0014859170274644
-12.27958,43.72792,6.784708166565541
48.96208,89.96958,3.8130954909727985
-15.66292,-56.13042,4.796693440935163
18.90375,84.49458,6.497578283878253
55.78708,-98.89708,3.527797363982825
23.47042,74.32792,6.614137281686616
26.74542,31.49458,6.292975767314026
36.56208,34.23625,2.656645192588803
-34.95458,138.60292,0.272952380112087
31.14542,97.16125,3.9502017225487687
57.17042,-2.08875,0.9848587124482138
-4.34625,152.24458,6.689689993848527
-29.71292,17.50292,5.044514747334545
51.87042,33.46125,3.728545811756261
-23.85458,35.34458,7.046967870553046
17.09542,121.62792,5.320685339388008
33.77875,111.61125,5.098067100854521
15.00375,27.38625,7.21890488299258
40.73708,111.49458,3.672681490138461
34.70375,33.02792,1.8131462761846233
-1.82958,127.62792,7.055168643273115
48.32875,25.08625,2.7024713898757007
10.85375,-2.68042,7.291831671232469
8.49542,117.39458,5.536726635010444
26.71208,116.36958,3.541631205548561
39.76208,64.44458,5.152607170279935
40.92042,38.38625,4.098473557563197
-6.00458,29.18625,8.204463067312899
41.02042,113.12792,5.075382181859247
39.37875,112.69458,5.427128095787739
36.83708,81.59458,5.512215984817863
52.09542,11.64458,1.56225144842289
58.16208,7.99458,0.18067903809328711
34.56208,38.26958,7.229565440164987
-10.42125,23.16958,8.117677184834859
-6.86292,39.23625,7.217120860992506
41.42042,32.08625,3.680581144518449
39.36208,45.08625,4.999101345600822
49.67875,-125.00542,0.357474832532638
20.82875,83.43625,6.482695053414294
55.17042,-108.16375,4.8921492240448
16.11208,49.11958,7.825369900493135
32.04542,112.15292,4.854522640204731
32.07042,20.09458,6.204895905653202
6.47875,3.31125,6.7836351466116005
46.97875,-123.83042,2.6805757394609477
-39.27125,-71.95542,1.7350418291577647
33.39542,6.86125,3.7604396976816146
58.61208,125.39458,3.865448298606018
32.44542,3.70292,6.044691378424273
13.43708,11.48625,7.9293704052958525
-8.74625,28.62792,8.229878316281795
43.53708,118.69458,5.326916346877555
44.54542,135.52792,3.456022426990982
9.39542,41.56125,7.900378743343494
-15.87125,-52.26375,4.947837141651041
9.56208,31.61958,8.433312450301196
7.12875,-73.10542,3.5532313767200447
41.89542,15.96125,2.2839305520452693
-3.70458,128.16958,6.1969991248704925
9.10375,3.83625,7.060996064842981
20.00375,110.32792,3.5663082869699916
34.74542,-77.33042,1.1297022549844205
60.44542,22.23625,0.8367935024033595
43.60375,122.24458,4.901371733436069
56.85375,53.21125,3.5135943016561315
58.44542,-3.08042,1.102833727547883
-5.03792,18.80292,7.815490642735722
4.52875,47.92792,7.731682256577615
-17.85458,25.82792,6.836750022879237
45.77875,-108.52208,1.1496176524025168
51.42042,17.91125,1.7313996701115775
17.08708,54.21125,3.7545230381859125
36.92042,-89.33042,3.548100322400329
35.83708,-86.43875,1.701528763425882
39.79542,78.55292,3.59413491454206
7.87875,98.38625,2.376824072078532
56.16208,10.16958,0.6364594082560666
22.82875,41.43625,3.8481418774607317
30.92875,75.84458,5.631788543654084
2.82042,24.66958,8.139864897608499
22.31208,114.25292,1.4235492196772215
6.62875,124.06125,6.4691837352183015
37.33708,97.37792,3.9334665721717528
20.44542,99.91125,3.5398000507641383
-28.46292,21.21958,5.429877014699658
-5.64625,122.53625,7.233248013531651
43.27042,20.01958,5.2442083132558865
35.52875,51.15292,3.946131926782921
42.35375,-83.17208,6.691049157608957
53.77875,38.11958,3.4375423039467825
28.65375,-17.93875,1.266059862589957
59.41208,13.50292,0.6005748592006267
41.43708,33.75292,3.6371192557769296
17.99542,-102.23042,5.259352905213518
32.32042,-86.23875,3.473526130251787
-6.93792,107.61125,3.9445000643362667
10.29542,123.88625,6.334642751772144
1.57875,110.38625,3.3461665140324635
-6.94625,114.09458,6.076832325313321
42.82875,-1.65542,1.76593783673091
0.38708,9.49458,6.6396163882832635
49.20375,28.55292,2.836026499650491
-16.04625,31.38625,7.680430134467002
-27.32958,24.72792,6.828531261314386
-37.70458,176.29458,0.32445000386347067
-42.79625,147.24458,0.4724144489520279
-8.82125,121.66125,7.037144843297789
46.32875,-79.47208,0.8013619204715476
29.37042,64.74458,7.029340186145729
32.66208,-16.95542,1.4147000853666105
48.72875,44.51125,3.7803471832114472
-28.98792,153.28625,1.6316092790180632
-31.32958,-54.12208,3.5075231000443363
35.50375,45.43625,6.045609516066264
44.99542,41.09458,3.6763582088550066
-2.06292,16.49458,8.029457010278898
0.52042,25.19458,7.95463684618489
14.10375,-1.63042,7.745796174877537
41.56208,108.50292,5.082308907736885
-10.52958,121.86125,6.703122263644888
37.24542,-93.28042,1.5488199307768118
46.32875,48.03625,3.590668326645456
35.92042,64.76125,7.531646798404769
41.55375,-90.48875,0.9388526091209491
-14.83792,-40.87208,5.338793044732126
34.71208,137.77792,1.9790763196842935
-43.55458,172.60292,0.34107420811783334
64.54542,34.74458,3.8626204035709937
23.52042,86.70292,6.352076636190071
24.14542,52.73625,1.722832494183444
13.09542,37.89458,7.246009401874508
47.57875,130.83625,5.047682666209068
64.23708,-76.53875,3.6252234291488827
37.87042,139.04458,1.8772605868008476
41.07875,-85.13042,1.8080871150728024
-3.07125,137.91125,6.996622551855546
-7.52958,-46.04708,5.656926044829665
28.09542,30.75292,6.303848453649705
9.14542,18.17792,7.667952151756308
-8.09625,156.83625,6.629567548995829
22.35375,91.82792,5.531188080431873
-36.62125,-64.28875,2.48092829371276
30.40375,68.61125,6.812607782138474
-5.69625,16.61125,8.00862644816027
56.71208,-111.38875,1.1738387511740698
6.92875,122.08625,6.639013996511905
35.20375,-101.83875,1.9778285353672898
-0.04625,109.31958,6.5944787597031835
38.35375,-81.73042,5.0294333483232805
4.67042,119.39458,6.6782933353995
-35.42125,-71.65542,3.3216537773053902
35.07875,-92.47208,2.0008530237535243
4.78708,33.46125,8.24598018399078
52.46208,13.31958,0.8820001697638585
-36.85458,174.76125,0.725824128797684
37.99542,23.71125,2.1260902607438252
-6.90458,-37.60542,6.490751914667121
29.96208,32.50292,5.2126939039750235
33.76208,-84.37208,2.6682331955548997
39.68708,66.92792,4.012518023530308
23.89542,106.61958,5.073610526882977
53.34542,-6.27208,1.7475268323666204
-3.44625,143.22792,7.2874556355371185
30.44542,-84.30542,1.729394752117529
19.57042,37.16958,6.434883485466393
35.79542,-78.68042,0.8094004998041334
38.91208,-77.02208,1.247815039234655
-6.32958,120.47792,6.19307566663404
12.89542,44.96125,7.527678119952374
48.76208,-91.59708,1.854372262559464
63.17875,75.44458,2.0967195036080026
13.92875,-84.40542,7.1764723245476985
-24.22958,-69.05542,2.1050622930864016
43.47042,-3.80542,1.2841024785774096
-31.93792,115.86958,0.38141100664054434
29.27875,88.87792,6.127838101940999
-4.00458,122.51958,6.112941167410126
-18.85458,47.51958,6.9161333910145535
29.58708,50.52792,5.1315586232256845
20.93708,-17.03042,7.145438809462697
32.30375,-64.76375,0.8489990672332148
44.64542,-90.17208,0.47108739836542124
-28.22958,32.28625,6.3165330398647415
44.41208,-103.50542,1.5903273905998399
13.14542,32.66958,7.184914596754978
6.21208,15.21125,7.995173468366521
-6.17958,35.74458,7.252431578050462
37.93708,40.21958,5.396211270844937
27.54542,68.20292,6.7536949703019715
8.44542,-82.41375,3.4049604476933952
-41.32125,174.76125,0.6780568513086355
44.02875,89.59458,3.6655402325405655
61.12875,-149.93042,1.028577275032226
52.97042,36.06125,3.6856687396293895
-8.55458,125.55292,7.079225207746885
33.56208,-7.53875,3.418740090188071
13.19542,30.24458,7.519381287613237
-33.20458,-62.60542,2.4549667322939066
-21.00458,32.36125,6.830580964601104
11.69542,34.28625,6.669438007988319
41.19542,69.21125,5.057497415827427
12.57042,-7.98042,7.353424804225723
39.65375,-106.61375,0.15679298112775644
-7.66292,22.41958,8.184549255008507
25.59542,111.93625,5.394650479133226
5.93708,116.06958,2.8490119602293213
43.81208,87.56125,3.6036503032356966
45.49542,-122.53875,1.6308080662674496
17.77875,33.99458,6.962259676878818
27.51208,52.57792,5.011555117873823
32.75375,-117.11375,1.8345819292658638
44.17042,28.59458,2.5120506237893423
-30.00458,-52.90542,2.657471982440903
32.69542,36.57792,6.343180693160024
44.32042,86.04458,3.8186354184710676
27.82875,66.61125,6.745102336540311
43.43708,39.92792,2.1060154910934497
-5.62125,-78.53042,6.6391483432654
27.38708,95.61958,5.388173445687752
-17.72125,168.31125,6.333295871622381
44.94542,128.39458,3.7330407508374783
2.27875,128.24458,6.30552376346064
-33.77958,-69.03875,2.7891844477293883
52.22042,21.00292,1.5836662878885883
15.14542,78.50292,6.342162657968768
8.80375,24.32792,8.186477425002229
24.54542,76.19458,6.406105989412517
50.22042,-5.21375,1.5044781786871446
57.84542,61.66958,3.5062185657427487
59.93708,10.79458,0.8062064045538538
56.59542,84.89458,3.4213652362605003
-27.64625,27.19458,6.17493749539687
46.18708,129.35292,5.096218182527733
49.28708,-123.13042,0.7515066685990471
29.82042,40.11125,4.122219708460813
-21.55458,-64.73875,5.951532348138399
-23.57125,-70.39708,2.6014884507761766
17.13708,8.07792,7.870684141699454
53.84542,69.75292,3.6313160421486295
31.65375,98.58625,5.2611479647692
6.30375,-10.77208,7.712629870035861
-20.09625,30.83625,6.741296818426841
12.02042,8.49458,7.125670044399182
8.57875,16.05292,7.322756584973539
30.66208,79.52792,6.587547243066745
42.50375,24.18625,2.8178262802392267
44.13708,15.21125,1.5276678386779126
42.80375,-73.93875,2.5262202856826295
45.69542,85.12792,5.17675552451494
36.77042,69.54458,6.83220306283535
21.40375,103.01958,4.880138549712316
-1.69625,114.86958,6.580403097873504
25.27042,51.54458,2.068871873906146
61.22875,46.62792,3.893450869947411
45.78708,132.96125,5.077535432540661
56.99542,40.96125,3.5740293124514744
40.53708,-78.38875,2.050589294574521
43.35375,46.09458,4.902101041525419
37.07042,-8.10542,1.2194604501275297
10.38708,-12.06375,7.493812338234429
41.94542,117.74458,5.232815088188665
39.43708,114.22792,3.6639384329015736
18.27042,-94.68875,5.289688437175178
13.51208,105.26125,5.569400032833182
5.77042,20.67792,7.981305657007686
49.50375,-56.07208,1.4896461774662653
-3.87125,-54.22208,6.386052503667231
-22.51292,17.03625,6.528068998855377
60.87875,71.84458,3.3863743075661903
-23.39625,-57.44708,5.458272265611841
46.47042,30.70292,3.386952264967828
-0.09625,14.48625,7.614494658938533
-29.17958,-58.08042,4.051402488473904
-22.66292,-45.01375,2.450985878633406
24.77875,85.41125,7.227021739545623
-21.41292,149.22792,1.4296761037787966
-16.69625,-60.96375,6.087453245563283
31.49542,31.83625,5.221984677286889
4.51208,-74.10542,3.710059510551793
50.28708,8.33625,1.1951539735140695
27.89542,102.26958,4.246487508179072
13.87875,43.78625,7.9848718119490485
-13.69625,50.01958,6.778647781222757
38.27875,140.87792,1.8875219290106415
61.26208,73.43625,3.5452098485544625
25.74542,101.30292,4.9113160308648744
23.82042,-100.73042,3.7608245610697755
14.53708,3.34458,7.92420310334347
33.57042,133.56958,1.984556219207957
39.02875,88.11958,5.074417121345235
12.08708,0.35292,7.622842301537181
49.28708,120.73625,3.7056244279304886
5.54542,95.32792,6.094950281645008
-29.40458,-66.87208,6.096681465893111
-22.33792,35.46958,7.0648758219619925
46.98708,28.82792,3.8849243437419236
14.51208,6.76125,7.748797092543863
46.83708,-71.23042,1.0748811374132976
-10.30458,150.58625,7.3916663672318625
15.42042,76.53625,6.117723049871413
23.12875,-82.36375,3.6267543827589575
13.90375,9.01125,7.884131769705607
63.76208,121.64458,3.9342938293547403
42.95375,-81.20542,0.6666898981223226
1.02042,-60.03042,5.595683785909826
-5.45458,105.30292,6.343266368415246
12.37042,-1.55542,7.127785637699894
-19.93792,-43.93042,1.499394975578412
-1.87958,17.94458,8.089103104561461
27.45375,-109.92208,3.5893892654039643
52.80375,89.91125,3.7503465812003354
12.97042,77.61958,1.7931155000417385
-22.10458,-41.45542,2.569566908191678
46.62042,126.96958,4.501987287706239
23.67042,-15.95542,2.4331589905682804
17.14542,-25.02208,4.830474785656499
-24.69625,33.57792,7.3724476131140175
32.35375,74.53625,6.453148090555063
-27.36292,-70.32208,2.589807439548298
30.25375,56.97792,3.342189382287097
-27.38792,-55.91375,3.7684867359608702
-1.23792,30.41125,7.751686321599762
36.87042,-76.31375,2.6692705941683226
9.40375,-0.88042,7.490673458489742
-1.37125,28.07792,8.404341806599627
17.97042,102.62792,2.769640293607691
55.17042,30.14458,3.277406499562373
25.12875,99.18625,4.7885073483145035
10.39542,5.46958,7.161094068469657
-36.37125,142.99458,1.931351736642451
27.12875,-13.11375,3.348266667114846
-11.45458,34.00292,7.6588489034566525
32.37042,15.06958,5.595479842492419
46.27042,-119.28042,1.002111451297901
47.22875,-1.56375,1.1976802993380782
-8.58792,116.11125,6.09845883067633
37.89542,77.40292,5.093218222766486
52.62875,-104.88875,1.2036755596687931
14.52875,-90.56375,4.853584971914867
18.47042,74.26125,5.594964500379223
39.73708,-121.82208,1.25974886326465
39.02875,48.66958,4.924989877057615
10.69542,-71.63875,7.141770053562337
54.52042,36.26125,2.7226230785124432
57.04542,63.46125,3.7858965194138987
-2.92125,132.77792,7.355396315314895
-18.05458,49.31125,7.101621398286395
35.22875,-94.25542,2.8164367707487457
1.02875,118.02792,6.361888762751464
-0.87125,131.27792,6.960677879394842
6.47875,17.43625,8.181704949381496
16.15375,94.76125,6.235830293205461
0.02875,-79.40542,6.640154410261695
10.72042,75.94458,3.40282830766754
-20.05458,-47.73875,2.7261735204522677
43.85375,18.36958,2.477867019473481
38.06208,46.26958,4.914853044810814
40.79542,30.75292,2.5485469257849034
7.73708,-5.02208,7.1678209585356045
28.03708,81.61958,6.591562699903759
11.88708,-15.61375,7.336858180797423
53.67042,53.66958,3.641948991812779
28.73708,111.62792,5.125696943622711
-21.12125,-42.91375,4.8894176556711075
16.23708,80.63625,6.095153592603449
41.93708,-87.71375,2.4503997818931036
3.02042,30.91125,7.74175300782492
20.35375,121.95292,4.925046979919603
10.41208,-7.15542,7.697141503990575
-8.46292,140.40292,6.694518425818646
-4.02125,39.61958,6.6607263803307974
24.42875,39.53625,2.0081579539553904
45.97875,-112.48875,1.7553563827591394
36.67042,3.16958,3.420679699066193
-13.18792,-74.23042,6.278489478736709
47.51208,19.06125,2.4411959835780825
15.87875,-97.07208,3.5116930390135526
40.57042,48.40292,3.621777692393885
69.36208,88.25292,5.3425915094583925
38.31208,27.12792,2.614834237083997
51.78708,55.08625,3.86825817047432
33.13708,11.16958,5.110642006472459
19.85375,-90.51375,4.875065553878496
14.51208,75.33625,6.011124917443251
23.83708,95.63625,5.3198648133957045
52.24542,104.26958,2.726061202167237
-3.78792,139.39458,7.546723461649945
19.09542,82.00292,6.536705650021556
-26.18792,28.03625,4.071854531558024
47.32042,87.81125,3.958715935119167
33.85375,95.61125,6.079141744774672
46.87875,-102.76375,1.3410342777532818
-14.02125,-49.18042,5.416801434020965
31.72042,-83.26375,3.413727914700532
21.16208,77.31125,6.2861256063411455
39.95375,-83.07208,3.906186624856878
46.94542,7.39458,0.8509763128848155
1.03708,97.47792,7.103084456131924
61.70375,27.22792,1.5877864838358742
41.17042,61.40292,6.365245775629846
46.15375,-60.17208,1.7841695123490766
42.28708,123.84458,4.226705865357944
-29.94625,23.66958,6.406126284787427
56.07875,99.66958,3.533022688091667
-13.65458,-57.91375,3.928714156044388
24.82042,-107.38042,5.300326084137188
19.20375,-96.18875,2.767640658657022
14.57042,79.88625,4.054104642601336
21.28708,-157.83042,0.900858110475227
-9.90458,-76.22208,6.2341850308410125
28.63708,77.07792,3.6502700188250286
-17.04625,15.69458,7.333551055411833
47.57042,34.37792,3.694525681303752
40.95375,-5.63875,1.2635240462462818
53.12042,26.06958,2.644766223670824
43.53708,83.54458,4.451950977388623
-32.19625,152.51958,0.8673468203113298
12.15375,-68.90542,2.761964512312936
-2.59625,116.36125,6.789375350140597
20.04542,-77.58042,5.420648694911072
9.73708,118.72792,5.225918256595209
39.39542,-84.60542,2.5909533814700785
42.99542,21.94458,3.461577006576398
25.70375,81.56125,7.080024205981672
46.67042,90.35292,4.987867124676358
27.78708,-107.49708,5.093555878516285
8.47042,-13.26375,7.679022842839862
8.42875,99.91958,4.021237601423598
25.77875,-108.99708,4.992793095776495
-5.32958,25.13625,8.378376710155436
47.03708,142.70292,2.8262827883607704
36.01208,-83.92208,2.442553683328566
17.89542,79.94458,6.557695821412785
26.58708,87.27792,6.098568207326686
42.51208,-94.16375,1.091497772477886
-11.66292,27.49458,7.6087096897389435
46.54542,24.56125,2.082874298552544
35.62042,-117.66375,1.6004206561797094
44.07042,-121.25542,0.2795553690588383
4.42042,30.12792,8.579654440763287
36.85375,10.08625,2.7148525524201563
-20.13792,28.60292,6.954851895415053
37.17875,42.13625,6.671348911178371
33.21208,67.91125,7.04265113605732
-39.51292,176.86958,0.9619942685189579
46.12875,22.78625,2.5410814624039584
16.24542,-0.02208,7.8736014562691565
20.52042,-103.38042,3.4686039142853082
38.50375,43.38625,3.864552876281314
41.65375,41.63625,3.5250738682863005
36.77042,35.78625,3.6532655248789783
-24.92958,152.28625,1.7033689995600199
10.53708,23.43625,7.977073505769041
37.32875,127.09458,1.5877789575352952
51.03708,-114.08875,0.47189477273550523
49.14542,9.31958,0.6102816800581681
50.60375,137.06958,3.6448454396164616
31.96208,5.33625,4.969165835230496
-18.87125,-41.95542,3.6993988047219606
-1.23792,34.47792,7.30454524121329
11.67042,92.73625,3.6149735247766115
59.31208,18.07792,0.15339955092126795
33.95375,99.87792,5.21674741859902
29.47875,34.98625,2.8420369761582136
10.97042,-0.84708,7.756001930790513
55.97042,-3.18875,0.834860844067274
24.31208,109.40292,4.091789106886813
34.11208,2.11125,5.282951384159848
55.47042,8.50292,0.7410142977734817
6.96208,81.53625,5.336495380998522
37.62042,114.91125,4.020111665792848
38.03708,12.53625,2.4582797888242265
42.48708,26.50292,3.8914882379307567
17.12042,-61.81375,2.613449609923707
55.12042,-1.52208,2.046596693079651
-33.69625,-53.46375,3.812972241079592
50.42042,124.01125,3.511437618079407
41.38708,-72.43042,0.2683970733880139
31.23708,105.84458,4.972810949081357
49.79542,73.03625,4.008400769081733
-27.12958,-48.60542,1.821198310818894
30.05375,112.24458,4.869128931320415
21.55375,86.54458,6.838070243314359
52.41208,-4.08042,1.627832689751423
9.00375,27.83625,8.40312150033425
-29.17125,26.24458,5.002151183467187
-15.82125,-48.10542,5.6810317484091994
-5.17125,34.66125,7.672161463698831
13.62042,20.07792,7.772733405329988
36.72875,-110.26375,2.8444194404753684
53.14542,29.22792,3.4268938067964467
-4.78792,-48.07208,6.418633076485647
55.07042,82.90292,2.8387470213528374
-4.76292,103.78625,6.266439760956935
24.83708,67.06958,3.8186931732499065
30.57875,2.86958,4.966807688647761
37.92042,58.40292,5.446366414295637
6.22875,-75.53875,3.8318641300940692
54.77042,32.06958,3.699563486821483
12.76208,36.42792,7.037521572839075
38.98708,-1.86375,1.7883591617579313
53.36208,58.96958,3.898873824918586
24.09542,32.90292,5.440261755948554
52.24542,15.54458,1.59836452958286
-33.28792,-66.34708,2.7137533120708777
-9.42958,159.94458,6.520611021343302
0.97042,27.14458,8.320044058553547
-38.77125,-62.28875,2.789345329501926
58.37875,45.51958,3.716124320949359
30.23708,-93.19708,3.667088333364638
-22.99625,-53.19708,3.506935683967666
14.49542,-4.19708,7.64541658453235
46.42042,20.34458,2.5499010989226707
59.62042,60.60292,3.4436006447834324
